10412	175	482	190	511	0

#LEVEL DOWN

#IDLE SHELL RIGHT & LEFT
10531	321	523	342	550	0
10532	63	523	84	550	0

#WALK SHELL RIGHT
10541	351	523	372	550	0
10542	380	523	403	550	0

#WALK SHELL LEFT
10551	33	523	54	550	0
10552	2	523	25	550	0

#TURN SHELL
10561	355	483	370	510	0

#KICK SHELL RIGHT & LEFT
10571	247	483	268	510	0
10572	137	483	158	510	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#----------------------------- SMALL ------------------------------
#IDLE RIGHT & LEFT
10011	10011	100
10012	10012	100

#WALK RIGHT & LEFT
10041	10041	75	10042	75
10051	10051	75	10052	75

#WALK HOLD SHELL RIGHT & LEFT

#RUNN RIGHT & LEFT
10071	10041	40	10042	40
10081	10051	40	10052	40

#MAX RUN RIGHT & LEFT
10101	10101	40	10102	40
10111	10111	40	10112	40

#JUMP RIGHT & LEFT
10021	10021	100
10022	10022	100

#JUMP MAX SPEED RIGHT & LEFT
10091	10091	100
10092	10092	100

#SIT RIGHT & LEFT 

#BRAKE RIGHT & LEFT
10061	10061	100
10062	10062	100 

#DIE
10031	10031	100

#LEVEL UP RIGHT & LEFT
10421	10421	100	10011	100	10421	100	10011	100	10421	100	10011	100	10421	100	10121	100	10421	100	10121	100	10421	100

10422	10422	100	10012	100	10422	100	10012	100	10422	100	10012	100	10422	100	10122	100	10422	100	10122	100	10422	100

#IDLE SHELL RIGHT & LEFT
10461	10441	100
10462	10442	100

#WALK SHELL RIGHT & LEFT
10471	10441	100	10451	100
10472	10442	100	10452	100

#RUN SHELL RIGHT & LEFT
10481	10441	40	10451	40
10482	10442	40	10452	40

#MAX RUN SHELL RIGHT & LEFT
10491	10441	30	10451	30
10492	10442	30	10452	30

#JUMP SHELL RIGHT & LEFT
10501	10451	100
10502	10452	100

#KICK SHELL RIGHT & LEFT
10511	10471	100
10512	10472	100

#TURN SHELL
10521	10461	100

#----------------------------- BIG ------------------------------

#IDLE RIGHT & LEFT
10121	10121	100
10122	10122	100

#WALK RIGHT & LEFT
10131	10131	100	10132	100	10133	100	10132	100
10141	10141	100	10142	100	10143	100	10142	100

#RUN RIGHT & LEFT
10151	10131	40	10132	40	10133	40	10132	40
10161	10141	40	10142	40	10143	40	10142	40

#RUN MAX SPEED RIGHT & LEFT
10171	10171	30	10172	30	10173	30	10172	30
10181	10181	30	10182	30	10183	30	10182	30

#BRAKE RIGHT & LEFT
10241	10241	100
10242	10242	100

#JUMP RIGHT & LEFT
10191	10191	100
10192	10192	100

#JUMP MAX SPEED RIGHT & LEFT
10201	10201	100
10202	10202	100

#FALL RIGHT & LEFT
10211	10133	100
10221	10143	100

#SIT RIGHT & LEFT
10231	10231	100
10232	10232	100

#LEVEL UP
10431	10431	100	10432	100	10433	100	10434	100	10431	100	10432	100

#LEVEL DOWN RIGHT & LEFT
10441	10421	100	10121	100	10421	100	10121	100	10421	100	10011	100	10421	100	10011	100	10421	100	10011	100	10421	100

10442	10422	100	10122	100	10422	100	10122	100	10422	100	10012	100	10422	100	10012	100	10422	100	10012	100	10422	100

#IDLE SHELL RIGHT & LEFT
10531	10481	100
10532	10482	100

#WALK SHELL RIGHT & LEFT
10541	10481	100	10491	100	10492	100	10491	100
10542	10482	100	10501	100	10502	100	10501	100

#RUN SHELL RIGHT & LEFT
10551	10481	40	10491	40	10492	40	10491	40
10552	10482	40	10501	40	10502	40	10501	40

#MAX RUN SHELL RIGHT & LEFT
10561	10481	30	10491	30	10492	30	10491	30
10562	10482	30	10501	30	10502	30	10501	30

#JUMP SHELL RIGHT & LEFT
10571	10492	100
10572	10502	100

#KICK SHELL RIGHT & LEFT
10581	10521	100
10582	10522	100

#TURN SHELL
10591	10511	100

#----------------------------- RACCOON ------------------------------

#IDLE RIGHT & LEFT
10251	10251	100
10252	10252	100

#WALK RIGHT & LEFT
10261	10261	100	10262	100	10263	100	10262	100
10271	10271	100	10272	100	10273	100	10272	100

#RUN RIGHT & LEFT
10281	10261	40	10262	40	10263	40	10262	40
10291	10271	40	10272	40	10273	40	10272	40

#RUN MAX SPEED RIGHT & LEFT
10301	10301	30	10302	30	10303	30	10302	30
10311	10311	30	10312	30	10313	30	10312	30

#JUMP RIGHT & LEFT
10321	10321	100
10322	10322	100

#FALL RIGHT & LEFT
10331	10331	100
10332	10332	100

#QUACK TAIL RIGHT & LEFT
10341	10341	100	10342	100	10343	100
10351	10351	100	10352	100	10353	100

#JUMP MAX SPEED RIGHT & LEFT
10361	10361	100
10362	10362	100

#FALL MAX SPEED RIGHT & LEFT
10371	10371	100
10372	10372	100

#FLY RIGHT & LEFT
10381	10381	100	10382	100	10383	100
10391	10391	100	10392	100	10393	100

#SIT RIGHT & LEFT
10401	10401	100
10402	10402	100

#BRAKE RIGHT & LEFT
10411	10411	100
10412	10412	100

#LEVEL DOWN
10451	10431	100	10432	100	10433	100	10434	100	10431	100	10432	100

#IDLE SHELL RIGHT & LEFT
10601	10531	100
10602	10532	100

#WALK SHELL RIGHT & LEFT
10611	10531	100	10541	100	10542	100	10541	100
10612	10532	100	10551	100	10552	100	10551	100

#RUN SHELL RIGHT & LEFT
10621	10531	40	10541	40	10542	40	10541	40
10622	10532	40	10551	40	10552	40	10551	40

#MAX RUN SHELL RIGHT & LEFT
10631	10531	30	10541	30	10542	30	10541	30
10632	10532	30	10551	30	10552	30	10551	30

#JUMP SHELL RIGHT & LEFT
10641	10542	100
10642	10552	100

#KICK SHELL RIGHT & LEFT
10651	10571	100
10652	10572	100

#TURN SHELL
10661	10561	100
